;Unnamed: 0.1;Unnamed: 0;coreid;idigbio:associatedsequences;idigbio:barcodeValue;dwc:basisOfRecord;dwc:bed;gbif:canonicalName;dwc:catalogNumber;dwc:class;dwc:collectionCode;dwc:collectionID;idigbio:collectionName;dwc:recordedBy;dwc:vernacularName;idigbio:commonnames;dwc:continent;dwc:coordinateUncertaintyInMeters;dwc:country;idigbio:isoCountryCode;dwc:county;dwc:datasetID;idigbio:eventDate;idigbio:dateModified;idigbio:dataQualityScore;dwc:earliestAgeOrLowestStage;dwc:earliestEonOrLowestEonothem;dwc:earliestEpochOrLowestSeries;dwc:earliestEraOrLowestErathem;dwc:earliestPeriodOrLowestSystem;idigbio:etag;dwc:eventDate;dwc:family;dwc:fieldNumber;idigbio:flags;dwc:formation;dwc:genus;dwc:geologicalContextID;idigbio:geoPoint;dwc:group;idigbio:hasImage;idigbio:hasMedia;dwc:higherClassification;dwc:highestBiostratigraphicZone;dwc:individualCount;dwc:infraspecificEpithet;dwc:institutionCode;dwc:institutionID;idigbio:institutionName;dwc:kingdom;dwc:latestAgeOrHighestStage;dwc:latestEonOrHighestEonothem;dwc:latestEpochOrHighestSeries;dwc:latestEraOrHighestErathem;dwc:latestPeriodOrHighestSystem;dwc:lithostratigraphicTerms;dwc:locality;dwc:lowestBiostratigraphicZone;dwc:maximumDepthInMeters;dwc:maximumElevationInMeters;idigbio:mediarecords;dwc:member;dwc:minimumDepthInMeters;dwc:minimumElevationInMeters;dwc:municipality;dwc:occurrenceID;dwc:order;dwc:phylum;idigbio:recordIds;dwc:recordNumber;idigbio:recordset;dwc:scientificName;dwc:specificEpithet;dwc:startDayOfYear;dwc:stateProvince;dwc:taxonID;dwc:taxonomicStatus;dwc:taxonRank;dwc:typeStatus;idigbio:uuid;dwc:verbatimEventDate;dwc:verbatimLocality;idigbio:version;dwc:waterBody
210793;249564;427377;5236bb1a-e34c-4141-9787-4e7f3c6c1cba;;;preservedspecimen;;;101097344;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;rani asmarayani|amir mohammad|asidi soiyong|said tolao;;;asia;;indonesia;idn;;;2011-06-26;2019-07-13T21:07:03.051928+00:00;0.3188405797101449;;;;;;6b1b1e528bf2e0ec0d23adaa4bddf9b0467e338b;;undesignated;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;undesignated;;"{""lat"": -1.496, ""lon"": 120.0288889}";;False;False;;;3.0;;mo;;;plantae;;;;;;;sulawesi tengah, kabupaten poso, kecamatan kulawi, desa torro, dusun satu, rt 1, lore lindu national park: watu bohe.;;;;;;;852.0;;urn:catalog:mo:tropicos:101097344;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:101097344""]";asmarayani ra 554;5386d272-06c6-4027-b5d5-d588c2afe5e5;commelinaceae mirb.;undesignated;177.0;sulawesi;42000348.0;;;;5236bb1a-e34c-4141-9787-4e7f3c6c1cba;;;;
212442;251469;429641;a280f8ad-cf6e-47c5-8cd6-7df89238c3ea;;;preservedspecimen;;;100606187;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;tjut bangun|roji mahroji|bahar fabanyo;;;asia;;indonesia;idn;north maluku;;2013-06-14;2019-07-13T21:07:03.051928+00:00;0.3478260869565217;;;;;;8b886d3bd9c758de3ce91b08c04dfc41655634b5;;annonaceae;2013.172;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;xylopia;;"{""lat"": 0.49425, ""lon"": 127.9610556}";;False;False;;;4.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. sake west.;;;;;;;223.0;;urn:catalog:mo:tropicos:100606187;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100606187""]";bangun 747;5386d272-06c6-4027-b5d5-d588c2afe5e5;xylopia l.;undesignated;165.0;maluku islands;40027675.0;;;;a280f8ad-cf6e-47c5-8cd6-7df89238c3ea;;;;
214263;253590;432161;c0412cd9-3843-49a2-94df-93ed19d9ba3d;;;preservedspecimen;;;100551202;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;tjut bangun|richard razakamalala|lalao andriamahefarivo|samsul lasut|ahmad yani;;;asia;;indonesia;idn;north maluku;;2012-12-08;2019-07-13T21:07:03.051928+00:00;0.3478260869565217;;;;;;99af1df59ca0bc489ce068ad1bfd2a65546270b2;;rubiaceae;2012.85;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;canthium;;"{""lat"": 0.6668611, ""lon"": 127.9722778}";;True;True;;;8.0;;mo;;;plantae;;;;;;;east halmahera. weda bay. kao rahai.;;;;"[""fc46b535-0613-4ea9-a9ae-45e1ea2aa016"", ""5d688336-0aa6-45c1-9b72-6f0249497272""]";;;366.0;;urn:catalog:mo:tropicos:100551202;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100551202""]";bangun 307;5386d272-06c6-4027-b5d5-d588c2afe5e5;canthium lam.;undesignated;343.0;maluku islands;40000814.0;;;;c0412cd9-3843-49a2-94df-93ed19d9ba3d;;;;
214655;254049;432772;3cb6d663-c083-4001-905b-7d0aadf677e8;;;preservedspecimen;;;100582082;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;samsul lasut|iska gushilman|idris haris|bahar fabanyo;;;asia;;indonesia;idn;north maluku;;2013-04-02;2016-03-09T09:12:45.040858+00:00;0.3478260869565217;;;;;;2b6bc740161254335c203be42c6ef512afa47f10;;rubiaceae;2013.24;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;tarenna;;"{""lat"": 0.6041944, ""lon"": 127.9223334}";;False;False;;;8.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. ake jira.;;;;;;;82.0;;urn:catalog:mo:tropicos:100582082;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100582082""]";lasut 74;5386d272-06c6-4027-b5d5-d588c2afe5e5;tarenna gaertn.;undesignated;92.0;maluku islands;40010308.0;;;;3cb6d663-c083-4001-905b-7d0aadf677e8;;;;
214931;254396;433291;823f791c-dc70-4247-89b6-bb917da4d7fe;;;preservedspecimen;;;nlu0024354;;;b198a10f-39d3-44ac-be3f-c617646b5eb2;;;;;asia;;indonesia;idn;;;;2022-12-06T22:59:08.089178+00:00;0.2318840579710145;;;;;;de5b43e57ea47ceb03ea134002f02378bfb18faf;;annonaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;;;;;True;True;plantae|magnoliophyta|magnoliids|magnoliales;;;;nlu;;;plantae;;;;;;;;;;;"[""c1117273-b539-44c0-8f21-527c7b10fc06""]";;;;;b4794bf9-e352-49ef-a050-062813fde3bb;magnoliales;magnoliophyta;"[""urn:uuid:b4794bf9-e352-49ef-a050-062813fde3bb"", ""e60301d9-9b40-483f-92de-065769b9d3dd\\b4794bf9-e352-49ef-a050-062813fde3bb"", ""e60301d9-9b40-483f-92de-065769b9d3dd\\8793294""]";;e60301d9-9b40-483f-92de-065769b9d3dd;annonaceae;;;borneo;16661.0;;family;;823f791c-dc70-4247-89b6-bb917da4d7fe;;;;
215156;254679;433726;c841f883-090c-4bb0-b6f2-5c2defa164b0;;;preservedspecimen;;;100655523;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;roji mahroji|bahar fabanyo|idris haris|samsul lasut;;;asia;;indonesia;idn;north maluku;;2013-11-07;2016-03-09T09:12:45.040858+00:00;0.3478260869565217;;;;;;d0bce79846c91b223d06480a888c49db1585b630;;lecythidaceae;2013.99;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;barringtonia;;"{""lat"": 0.6428333, ""lon"": 127.9481389}";;False;False;;;1.0;;mo;;;plantae;;;;;;;central halmahera. north jira. weda bay.;;;;;;;81.0;;urn:catalog:mo:tropicos:100655523;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100655523""]";mahroji 364;5386d272-06c6-4027-b5d5-d588c2afe5e5;barringtonia j.r. forst. & g. forst.;undesignated;311.0;maluku islands;40025054.0;;;;c841f883-090c-4bb0-b6f2-5c2defa164b0;;;;
215386;254937;434034;55187db3-37a9-41ef-bfaa-49f8f5651031;;;preservedspecimen;;;100551490;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;tjut bangun|lalao andriamahefarivo|roji mahroji|bahar fabanyo|darius loha;;;asia;;indonesia;idn;north maluku;;2012-12-15;2019-07-13T21:07:03.051928+00:00;0.3478260869565217;;;;;;532280b11230d8a3172db075e4ceacff53b0e0a4;;begoniaceae;2012.97;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;begonia;;"{""lat"": 0.4852777, ""lon"": 127.9112222}";;True;True;;;4.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. doromesmesan.;;;;"[""687553b7-843a-46fc-88a7-ade147905739"", ""1e4763d9-7f62-4295-b9dd-5f8e065e5931"", ""601ad7f0-c0f3-4878-9a78-f266aee841bf"", ""40bd1a3e-f680-48b2-8070-d77824c7ea5a"", ""cb5241c3-f6e5-4498-b399-a51205e2f6a2"", ""43e73b5a-dbc9-4d8a-8c26-d71820e0eaf1"", ""362b5cc1-d807-4f95-b613-3967108442e4"", ""fdcfb33a-3159-46a5-8902-ee7166d89108"", ""45d5f3eb-7f72-4c0e-92f0-37104b2d412f"", ""4343a42d-f86f-43f4-aea9-1c582872d030"", ""056b825d-6d09-427e-9c87-321ffd0781cc"", ""9168a07f-a514-4fe8-ab9b-069fa9d3fd8d""]";;;63.0;;urn:catalog:mo:tropicos:100551490;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100551490""]";bangun 407;5386d272-06c6-4027-b5d5-d588c2afe5e5;begonia l.;undesignated;350.0;maluku islands;40025930.0;;;;55187db3-37a9-41ef-bfaa-49f8f5651031;;;;
215571;255149;434554;edafc151-3d57-4d74-a1ca-1a75b2005052;;;preservedspecimen;;;101309509;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;willem j.j.o. de wilde|brigitta e.e. duyfjes-de wilde;;;asia;;indonesia;idn;north sumatra;;1979-06-09;2022-12-07T01:19:24.255503+00:00;0.3478260869565217;;;;;;9c84eaed8066b4d62af7060244d3aa604d87d398;;orchidaceae;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;calanthe;;"{""lat"": 3.6666667, ""lon"": 97.6666667}";;True;True;;;1.0;;mo;;;plantae;;;;;;;"ketambe research station and vicinity, alas river valley; c. 35 km. nnw. of kutacane. c. 5 km. s. of ketambe, along alas r.";;;350.0;"[""c9b024c1-b930-4594-80d7-a300ff9a380a""]";;;300.0;;urn:catalog:mo:tropicos:101309509;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:101309509""]";de wilde 18000;5386d272-06c6-4027-b5d5-d588c2afe5e5;calanthe r. br.;undesignated;160.0;sumatra;40034432.0;;;;edafc151-3d57-4d74-a1ca-1a75b2005052;;;;
217108;256972;436892;9cf50474-ea2e-47ef-b802-2c8ab5fc2929;;;preservedspecimen;;;100532663;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;iska gushilman|ismail a. rachman|idris haris;;;asia;;indonesia;idn;north maluku;;2012-10-15;2022-12-07T01:19:24.255503+00:00;0.3478260869565217;;;;;;525058944ed37910f7f0baa06f68be8c37b1a18e;;primulaceae;2012.30;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;ardisia;;"{""lat"": 0.4783611, ""lon"": 127.93625}";;True;True;;;7.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. nuspera.;;;;"[""99ea7a21-0815-4371-a583-f793d296d05c""]";;;103.0;;urn:catalog:mo:tropicos:100532663;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100532663""]";gushilman 65;5386d272-06c6-4027-b5d5-d588c2afe5e5;ardisia sw.;undesignated;289.0;maluku islands;40018922.0;;;;9cf50474-ea2e-47ef-b802-2c8ab5fc2929;;;;
217109;256973;436893;013a39cc-2913-4c6d-bdad-0cacfaf34bab;;;preservedspecimen;;;100596974;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;roji mahroji|samsul lasut|idris haris|bahar fabanyo;;;asia;;indonesia;idn;north maluku;;2013-05-16;2022-12-07T01:19:24.255503+00:00;0.3478260869565217;;;;;;8d839430fedb3a1cad7508ba46f087094072f5c6;;primulaceae;2013.74;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;ardisia;;"{""lat"": 0.5506944, ""lon"": 127.9779723}";;False;False;;;8.0;;mo;;;plantae;;;;;;;central halmahera. weda bay. bukit limber. uni-uni.;;;;;;;888.0;;urn:catalog:mo:tropicos:100596974;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100596974""]";mahroji 285;5386d272-06c6-4027-b5d5-d588c2afe5e5;ardisia sw.;undesignated;136.0;maluku islands;40018922.0;;;;013a39cc-2913-4c6d-bdad-0cacfaf34bab;;;;
217110;256974;436894;ec592482-afe9-4d61-830a-0937f9e6a75a;;;preservedspecimen;;;100573691;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;bahar fabanyo|tjut bangun|samsul lasut|ahmad yani;;;asia;;indonesia;idn;north maluku;;2013-02-24;2022-12-07T01:19:24.255503+00:00;0.3478260869565217;;;;;;b9017ed2548fde4b22d10b5f8e2b5bb81d65f22a;;primulaceae;2013.9;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;ardisia;;"{""lat"": 0.6991944, ""lon"": 128.0175556}";;False;False;;;2.0;;mo;;;plantae;;;;;;;east halmahera. weda bay. kao rahai.;;;;;;;652.0;;urn:catalog:mo:tropicos:100573691;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100573691""]";fabanyo 28;5386d272-06c6-4027-b5d5-d588c2afe5e5;ardisia sw.;undesignated;55.0;maluku islands;40018922.0;;;;ec592482-afe9-4d61-830a-0937f9e6a75a;;;;
217111;256975;436895;0707dbc5-6464-4531-8bf7-61be82910ea8;;;preservedspecimen;;;100574048;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;martin w. callmander|bahar fabanyo|roji mahroji;;;asia;;indonesia;idn;north maluku;;2013-02-04;2022-12-07T01:19:24.255503+00:00;0.3478260869565217;;;;;;980fdbdd4d10b0b23fbc21e536d9f5622da7fca4;;primulaceae;2013.17;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;ardisia;;"{""lat"": 0.8044444, ""lon"": 128.0347222}";;True;True;;;1.0;;mo;;;plantae;;;;;;;east halmahera. weda bay. n of tofu blewen camp.;;;;"[""19003381-392b-4a0f-b8bf-daf17f360daf""]";;;435.0;;urn:catalog:mo:tropicos:100574048;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100574048""]";callmander 1122;5386d272-06c6-4027-b5d5-d588c2afe5e5;ardisia sw.;undesignated;35.0;maluku islands;40018922.0;;;;0707dbc5-6464-4531-8bf7-61be82910ea8;;;;
217222;257098;437024;fc4ef2e0-0f74-4ccc-b738-e3841ed49d85;;;preservedspecimen;;;100691234;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;max m. j. van balgooy;;;asia;;indonesia;idn;west kalimantan;;1986-06-08;2022-12-07T01:19:24.255503+00:00;0.3333333333333333;;;;;;aba006fd671bb526559711ff02882cb9227db4a6;;primulaceae;;"[""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;ardisia;;;;False;False;;;;;mo;;;plantae;;;;;;;"""gunung palung nature reserve, ca. 100 km s of pontianak""";;;;;;;30.0;;urn:catalog:mo:tropicos:100691234;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100691234""]";balgooy 5333;5386d272-06c6-4027-b5d5-d588c2afe5e5;ardisia sw.;undesignated;159.0;kalimantan;40018922.0;;;;fc4ef2e0-0f74-4ccc-b738-e3841ed49d85;;;;
219787;260072;440206;1b7f49ab-d249-48fb-8bd0-6aaea699f7f9;;;preservedspecimen;;;101124287;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;masahiro kato|et al.;;;asia;;indonesia;idn;;;1985-02-16;2019-07-13T21:07:03.051928+00:00;0.3188405797101449;;;;;;d5629445be65e1c46e0f857925963003671157ec;;dryopteridaceae;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;acrophorus;;"{""lat"": -3.2666667, ""lon"": 129.6166667}";;True;True;;;1.0;;mo;;;plantae;;;;;;;c. seram. manusela national park: along a trail between wolu (sea level) and batu (mt.) kokan, southern slope of manusela ridge, kecamatan (district) tehoru.;;;1030.0;"[""8309061b-1d1f-4ec0-811f-5a6fac163e4a""]";;;380.0;;urn:catalog:mo:tropicos:101124287;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:101124287""]";kato c6809;5386d272-06c6-4027-b5d5-d588c2afe5e5;acrophorus nodosus c. presl;nodosus;47.0;;26611536.0;;;;1b7f49ab-d249-48fb-8bd0-6aaea699f7f9;;;;
221581;262240;442757;2525c03f-2c72-43be-94c5-14d914b31af6;;;preservedspecimen;;;101031607;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;j. f. veldkamp;;;asia;;indonesia;idn;bali;;1975-06-09;2019-07-13T21:07:03.051928+00:00;0.3188405797101449;;;;;;ef754f80ee3ad0a3ff354af84378a34f995c427e;;poaceae;;"[""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;zoysia;;;;False;False;;;1.0;;mo;;;plantae;;;;;;;dam to port of benoa, bali.;;;;;;;;;urn:catalog:mo:tropicos:101031607;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:101031607""]";veldkamp 6954;5386d272-06c6-4027-b5d5-d588c2afe5e5;zoysia matrella (l.) merr.;matrella;160.0;lesser sunda isl;25518414.0;;;;2525c03f-2c72-43be-94c5-14d914b31af6;;;;
223295;264236;445604;456b6430-6dcc-426b-89e7-fe6f7ff3e277;;;preservedspecimen;;;000017230;;;952c9687-c3e5-428d-877c-ec1a0f64ba83;;miller, harvey a.;;;asia;;indonesia;idn;;;1992-08-17T00:00:00+00:00;2022-12-06T22:30:08.072233+00:00;0.3043478260869565;;;;;;dfa23be7169a9416a9c9788695a080466987c647;1992-08-17;undetermined;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;;;;;True;True;plantae;;;;mu;;;plantae;;;;;;;upper wanagon valley, quadrat: lower wanagon 2;;;;"[""06abf938-bf63-4f3c-b2a2-b0d30ca5442d""]";;;3415.0;;e91e6c11-a593-4fe7-b2a6-c6e5de679820;;;"[""72b6dbee-bc4d-4e35-a32c-8df0422771fb\\3902401"", ""72b6dbee-bc4d-4e35-a32c-8df0422771fb\\e91e6c11-a593-4fe7-b2a6-c6e5de679820"", ""urn:uuid:e91e6c11-a593-4fe7-b2a6-c6e5de679820""]";23144a;72b6dbee-bc4d-4e35-a32c-8df0422771fb;undetermined;;230.0;;16606.0;;family;;456b6430-6dcc-426b-89e7-fe6f7ff3e277;august 17, 1992;;;
225215;266509;449038;b68a4c9e-970d-4d21-9b36-8bdb4d5dd083;;;preservedspecimen;;;rsa0284562;magnoliopsida;vascularplants;3818e1d3-b6a4-11e8-b408-001a64db2964;;paul m. taylor;;;asia;;indonesia;idn;halmahera;;1979-03-02T00:00:00+00:00;2022-12-06T22:13:54.132629+00:00;0.391304347826087;;;;;;120042c023aa0dcc6bc1b1ad1467d307d6d0162d;1979-03-02;apocynaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;cerbera;;;;True;True;organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|gentianales|apocynaceae;;;;rsa;;;plantae;;;;;;;wasile district.: kampung loleba.;;;;"[""d9998017-396f-4182-bacb-7cf9afc13ba8""]";;;;;01da869b-0bbe-4884-989f-8572774ce2bd;gentianales;tracheophyta;"[""a4e6033a-d1eb-46d3-869d-7c0328f09aa7\\01da869b-0bbe-4884-989f-8572774ce2bd"", ""a4e6033a-d1eb-46d3-869d-7c0328f09aa7\\5068182""]";2213-e;a4e6033a-d1eb-46d3-869d-7c0328f09aa7;cerbera;;61.0;north maluku;60316.0;;genus;;b68a4c9e-970d-4d21-9b36-8bdb4d5dd083;2-14 march 1979;;;
225678;267127;449861;9b10cf88-3859-4e53-9907-cb4fc8927532;;;preservedspecimen;;;101097333;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;rani asmarayani|amir mohammad;;;asia;;indonesia;idn;;;2011-06-19;2019-07-13T21:07:03.051928+00:00;0.3188405797101449;;;;;;239e8f5b11b7432f4fd3f328a51a341c9ee9a754;;undesignated;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;undesignated;;"{""lat"": -4.8201667, ""lon"": 119.8322223}";;False;False;;;3.0;;mo;;;plantae;;;;;;;sulawesi selatan, kabupaten maros, kecamatan mallawa, desa samaenre, dusun realolo, bantimurung-bulusaraung national park.;;;;;;;612.0;;urn:catalog:mo:tropicos:101097333;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:101097333""]";asmarayani ra 526;5386d272-06c6-4027-b5d5-d588c2afe5e5;orchidaceae juss.;undesignated;170.0;sulawesi;42000388.0;;;;9b10cf88-3859-4e53-9907-cb4fc8927532;;;;
233591;276396;466249;f78751b6-ff94-4c76-a3e2-16d15c6fb941;;;preservedspecimen;;;ph00170223;;;019a3280-a69f-4312-bb30-8556e270f1a5;;"e.f. de vogel; van balgooy, darnaedi, tantra, hennipman, de joncheere";;;asia;;indonesia;idn;kabupaten poso;;1979-05-24T00:00:00+00:00;2023-01-11T02:53:09.347243+00:00;0.3478260869565217;;;;;;624d6a19a4b00ad7df887b4d2d9bd036ae584793;1979-05-24;lauraceae;;"[""geopoint_datum_missing"", ""geopoint_low_precision"", ""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;litsea;;"{""lat"": -1.266667, ""lon"": 120.3}";;False;False;plantae|magnoliophyta|magnoliids|laurales|lauraceae;;;;ph;;;plantae;;;;;;;sopu valley, circa 80 km south southeast of palu;;;;;;;1000.0;;3cb292c0-7f89-495c-aa58-8ad5872e2363;laurales;magnoliophyta;"[""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\29988850"", ""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\3cb292c0-7f89-495c-aa58-8ad5872e2363""]";5531;65536dcd-7bb2-44e5-af3f-4a13f08e53d0;litsea;;144.0;sulawesi;19274.0;;genus;;f78751b6-ff94-4c76-a3e2-16d15c6fb941;;;;
236684;280071;471462;2d5d262c-4ce5-48b8-bc0c-eec538cb55b4;;;preservedspecimen;;;101097331;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;rani asmarayani|amir mohammad|iskandar|iqbal abadi rasjid|sidratul muntaha;;;asia;;indonesia;idn;;;2011-06-17;2019-07-13T21:07:03.051928+00:00;0.3188405797101449;;;;;;7da343a90b8d50452df71764ff92032c8ffb6ab3;;lamiaceae;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;coleus;;"{""lat"": -4.9300834, ""lon"": 119.7544722}";;False;False;;;4.0;;mo;;;plantae;;;;;;;sulawesi selatan, kabupaten maros, kecamatan tompo bulu, bantimurung-bulusaraung national park: mt. bulusaraung (pos 8).;;;;;;;1167.0;;urn:catalog:mo:tropicos:101097331;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:101097331""]";asmarayani ra 517;5386d272-06c6-4027-b5d5-d588c2afe5e5;coleus lour.;undesignated;168.0;sulawesi;40012070.0;;;;2d5d262c-4ce5-48b8-bc0c-eec538cb55b4;;;;
238029;281706;473584;a56e5c79-b284-4871-a115-f919e29bcce3;;;preservedspecimen;;;100691351;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;buwalda, pieter;;;asia;;indonesia;idn;;;1939-04-10;2022-12-07T01:19:24.255503+00:00;0.3043478260869565;;;;;;80e727ff26abad591fbcf9574328625fd76256db;;primulaceae;;"[""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;embelia;;;;False;False;;;;;mo;;;plantae;;;;;;;indragiri uplands;;;;;;;;;urn:catalog:mo:tropicos:100691351;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100691351""]";buwalda 6475;5386d272-06c6-4027-b5d5-d588c2afe5e5;embelia burm. f.;undesignated;100.0;sumatra;40002605.0;;;;a56e5c79-b284-4871-a115-f919e29bcce3;;;;
238030;281707;473585;ce7b6216-ca03-47a2-ab44-062a815aa4cc;;;preservedspecimen;;;100691349;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;kunio iwatsuki;;;asia;;indonesia;idn;;;1971-08-13;2022-12-07T01:19:24.255503+00:00;0.3188405797101449;;;;;;d513b0b5a449d26f73df12ba3c0aa92b9d5042f3;;primulaceae;;"[""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;embelia;;;;False;False;;;;;mo;;;plantae;;;;;;;"""sikundar nature conservations, interior of besting, nw of tandjungpura""";;;;;;;100.0;;urn:catalog:mo:tropicos:100691349;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100691349""]";iwatsuki 295;5386d272-06c6-4027-b5d5-d588c2afe5e5;embelia burm. f.;undesignated;225.0;sumatra;40002605.0;;;;ce7b6216-ca03-47a2-ab44-062a815aa4cc;;;;
238032;281709;473588;91b04fd4-19bb-4a4f-a899-45e5cec01faa;;;preservedspecimen;;;100690119;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;boris a. krukoff;;;asia;;indonesia;idn;;;1932-11-09;2022-12-07T01:19:24.255503+00:00;0.3043478260869565;;;;;;9a729d8572e79ad3e2f43e9885cbb15a87d237f3;;primulaceae;;"[""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;embelia;;;;False;False;;;;;mo;;;plantae;;;;;;;"""hoeta padang, near the continental plantation company concession, asahan, east coast""";;;;;;;;;urn:catalog:mo:tropicos:100690119;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:100690119""]";krukoff 4326;5386d272-06c6-4027-b5d5-d588c2afe5e5;embelia burm. f.;undesignated;314.0;sumatra;40002605.0;;;;91b04fd4-19bb-4a4f-a899-45e5cec01faa;;;;
